Episode,Chapter,Index,Name,Text
The first turnabout,1,324,Butz,"Oh, hey! H-here, take this! It's a present!"
The first turnabout,1,325,Mia,A present? For me? Wait... Wasn't this the evidence that...
The first turnabout,1,326,Butz,"Actually, I made this clock for her! I made one for her and one for me."
The first turnabout,1,327,Mia,"R-really? You? You made this? ... Well, thank you. I'll keep it as a memento."
The first turnabout,1,328,Butz,"Yo, Nick... Can you believe it? I was so into that chick... And... and she was just playing me for a fool! Don't that make you wanna just cry? *sob*"
The first turnabout,1,329,Phoenix,Larry...
The first turnabout,1,330,Mia,... Are you so sure?
The first turnabout,1,331,Butz,Ex-squeeze me?
The first turnabout,1,332,Mia,"I think she thought quite a lot of you, in her own way."
The first turnabout,1,333,Butz,"Nah, you don't gotta sympathize with me, 'sokay."
The first turnabout,1,334,Mia,"Oh, I'm not just sympathizing, really. Isn't that right, Wright? Don't you have something to show your friend? Something that proves how she felt about him?"
The first turnabout,1,335,Phoenix,"H-huh? Oh, yeah, right! (What the heck is she talking about?)"
The first turnabout,1,336,Phoenix,Takethat.gif
The first turnabout,1,337,Phoenix,"Check this out, Larry. Proof Positive you weren't just some chump to her."
The first turnabout,1,338,Butz,Huh...? What about that clock?
The first turnabout,1,339,Phoenix,"This is the clock YOU made for her, Larry! And she took it with her when she traveled."
The first turnabout,1,340,Butz,"Whatever. She probably just needed a clock, that's all."
The first turnabout,1,341,Phoenix,You think so? It's a pretty heavy clock to take traveling.
The first turnabout,1,342,Butz,...
The first turnabout,1,343,Phoenix,"Well, make of it what you will."
The first turnabout,1,344,Butz,"... Hey, Nick. I'm glad I asked you to be my lawyer. Really, I am. Thanks."
The first turnabout,1,345,Phoenix,(Hope that made him feel a little better...)
The first turnabout,1,346,Mia,"Well, I think our work here is done! Shall we be off?"
The first turnabout,1,347,Phoenix,"Yeah, I guess so!"
The first turnabout,1,348,Mia,"Say, how about dinner. On me? We'll drink a toast to innocent Butz!"
The first turnabout,1,349,Phoenix,Yeah!
The first turnabout,1,350,Mia,"Oh, speaking of Harry... You were saying part of why you became a lawyer was because of him."
The first turnabout,1,351,Phoenix,"Er, yeah. Part, at least."
The first turnabout,1,352,Mia,You'll have to tell me more about it sometime! Maybe... over drinks?
Turnabout sisters,1,0,Phoenix,"Uh oh, I'm late. Huh, that's strange. The chief must have gone home already. She said her sister was coming over so we should all go out for dinner... ... What's that smell...? Blood...? Mia! (Maybe she's in her office!)"
Turnabout sisters,1,1,Phoenix,That smell... Blood!
Turnabout sisters,1,2,Maya,... *sob* Sis...
Turnabout sisters,1,3,Phoenix,(Someone's there!) ...! Chief? Chief...?
Turnabout sisters,1,4,Phoenix,Chief!!!
Turnabout sisters,1,5,Phoenix,Who are you?
Turnabout sisters,1,6,Maya,...
Turnabout sisters,1,7,Phoenix,"(The strange girl dropped out cold. I left her lying on the office sofa. I went back to the chief where she lay under the window. Her body was still warm... I could feel it when I held her shoulder. Then, all too quickly, it began to fade... Until finally she was cold.) Chief..."
Turnabout sisters,1,8,Phoenix,Right! I'd better call the police! ...? That's funny... A few of the screws on the receiver are missing... It looks like someone was halfway through taking it apart.
Turnabout sisters,1,9,???,"Police!? Please, come quick!"
Turnabout sisters,1,10,Phoenix,(Wh-what was that!? Someone screaming from outside the window!?) ...! She's staring right at me! She's holding a phone in her hand...
Turnabout sisters,1,11,Phoenix,"...! (That girl just now... where'd she go!? I put her right there on that sofa...! Uh oh... I hope she didn't run on me.) Yipes! (Don't scare me like that...) Umm... Excuse me but, who are you?"
Turnabout sisters,1,12,Maya,...
Turnabout sisters,1,13,Phoenix,It's okay. I work here.
Turnabout sisters,1,14,Maya,Maya... Maya Fey.
Turnabout sisters,1,15,Phoenix,Maya... Fey?
Turnabout sisters,1,16,Phoenix,"Before Mia died, she wrote a message with her own blood. She wrote it on the back of this receipt."
Turnabout sisters,1,17,Maya,! Th-th-that's MY name! W-why!? Why would she write my name?
Turnabout sisters,1,18,Phoenix,"Please, just calm down."
Turnabout sisters,1,19,Maya,W-why would Sis write my name?
Turnabout sisters,1,20,Phoenix,(Uh-oh. Now I've done it...)
Turnabout sisters,1,21,_,*whee-ooo* *whee-ooo*... *whee-ooo* *whee-ooo*...
Turnabout sisters,1,22,Phoenix,! The police! (Sounds like they're coming this way!)
Turnabout sisters,1,23,_,Freeze! Police!
Turnabout sisters,1,24,Gumshoe,"Alright, I'm Detective Dick Gumshoe, see?"
Turnabout sisters,1,25,Phoenix,(Gumshoe...? What an odd name.)
Turnabout sisters,1,26,Gumshoe,"We received a report from the building across the way, see. Got a person saying they saw a murder."
Turnabout sisters,1,27,Phoenix,(It must have been that woman I saw.)
Turnabout sisters,1,28,Gumshoe,"Anyway, I don't want either of you moving one inch, 'kay?"
Turnabout sisters,1,29,Phoenix,"(Great. Just great. Maya... Wait, she wouldn't have... nah.)"
Turnabout sisters,1,30,Gumshoe,Whoaaaaaaaaaaaah! Scuze me!
Turnabout sisters,1,31,Maya,Eek!
Turnabout sisters,1,32,Gumshoe,"This word ""Maya"" here mean anything to you?"
Turnabout sisters,1,33,Maya,...! Um... that... That's my name...
Turnabout sisters,1,34,Gumshoe,"WHAAAAT!? The victim drew this here note in her own blood, see? With her dying breath, she wrote down the killer's name!"
Turnabout sisters,1,35,Maya,K-killer...? I'm not--
Turnabout sisters,1,36,Gumshoe,"Case closed! You're coming down to the precinct, ma'am."
Turnabout sisters,1,37,Maya,W-what?
Turnabout sisters,1,38,Phoenix,"(Wow, they have poor Maya locked up like a criminal.)"
Turnabout sisters,1,39,Maya,Oh! It's you! The lawyer... G-good morning.
Turnabout sisters,1,40,Phoenix,Good morning! (She looks so tired...)
Turnabout sisters,1,41,Maya,Um... Are you going to be my attorney?
Turnabout sisters,1,42,Phoenix,(I'd better give it to her straight...) It's up to you.
Turnabout sisters,1,43,Maya,Up... to me?
Turnabout sisters,1,44,Phoenix,"Yes. I don't think this is something I should decide. After all, you're the one in trouble here."
Turnabout sisters,1,45,Maya,"... They're never going to believe me... are they? Even you, when you found me in the office. You looked at me like I had done it!"
Turnabout sisters,1,46,Phoenix,"(Did I look at her like that?) No, no! I never thought..."
Turnabout sisters,1,47,Maya,I-it's okay. I understand. ... And... I've also heard about you.
Turnabout sisters,1,48,Phoenix,Heard...? Heard what about me?
Turnabout sisters,1,49,Maya,I... was talking to my sister on the phone the other day...
Turnabout sisters,1,50,Maya,That's what she said!
Turnabout sisters,1,51,Phoenix,...
Turnabout sisters,1,52,Maya,I-I'm sorry! I didn't mean to trouble you...
Turnabout sisters,1,53,Phoenix,"No, it's okay. It's true, I guess. But... at the same time, I can't just sit and watch! When I think of the person who did this to Mia..."
Turnabout sisters,1,54,Maya,... I know...
Turnabout sisters,1,55,Phoenix,There's something I've been wanting to ask you...
Turnabout sisters,1,56,Maya,Yes?
Turnabout sisters,1,57,Phoenix,What's with that outfit?
Turnabout sisters,1,58,Maya,"Oh, this? This is what all acolytes wear. It's my uniform, you could say."
Turnabout sisters,1,59,Phoenix,A-acolytes? Like people in religious training? What is it you do?
Turnabout sisters,1,60,Maya,"Oh! It's nothing strange, really! I'm a spirit medium. ...In training."
Turnabout sisters,1,61,Phoenix,A s-spirit medium!? (I'm pretty sure that qualifies as strange.)
Turnabout sisters,1,62,Phoenix,Could you tell me about the day of the murder?
Turnabout sisters,1,63,Maya,"Yes! Let's see... that morning, I got a call from my sister. She wanted me to hold onto a piece of evidence for an upcoming trial."
Turnabout sisters,1,64,Phoenix,Evidence?
Turnabout sisters,1,65,Maya,"Yes. That clock shaped like ""The Thinker."""
Turnabout sisters,1,66,Phoenix,(The one Larry made...) How could that have been evidence in a case?
Turnabout sisters,1,67,Maya,"Um, right, she said something about that... ... I remember! Do you want to hear it in her own voice?"
Turnabout sisters,1,68,Phoenix,H-her own voice!?
Turnabout sisters,1,69,Maya,Yes. I'm pretty sure our conversation is on my cell phone.
Turnabout sisters,1,70,Phoenix,You recorded it!
Turnabout sisters,1,71,Maya,Yeah! I forgot how to delete those things.
Turnabout sisters,1,72,Phoenix,"So, you say you have a conversation with your sister on your cell phone? Let's hear it!"
Turnabout sisters,1,73,Maya,Right! Oh! I just remembered: that detective took my cell phone. Sorry.
Turnabout sisters,1,74,Phoenix,"Oh, right. (Of course...) Next time I see Detective Gumshoe I'll ask him for it."
Turnabout sisters,1,75,Maya,"I'll write you a note so you don't forget, okay?"
Turnabout sisters,1,76,Phoenix,"Sure, thanks."
Turnabout sisters,1,77,Maya,... Um...!
Turnabout sisters,1,78,Phoenix,Huh? Something the matter?
Turnabout sisters,1,79,Maya,"Um... I was wondering, could I ask you a favor?"
Turnabout sisters,1,80,Phoenix,...?
Turnabout sisters,1,81,Maya,"This is the address of a famous lawyer. My sister gave me this a long time ago. She said if I was ever in trouble, I should call him. And, well, I'm in trouble. Do you think you could go ask him to represent me?"
Turnabout sisters,1,82,Phoenix,(Hmm...)
Turnabout sisters,1,83,Phoenix,"Sure, why not? I'll go ask."
Turnabout sisters,1,84,Maya,Thank you so much! I have no one else to turn to...
Turnabout sisters,1,85,Phoenix,"...? Say, what about your parents...?"
Turnabout sisters,1,86,Maya,... ... ...
Turnabout sisters,1,87,Phoenix,"I... I see. Don't worry, leave it to me."
Turnabout sisters,1,88,Maya,Thank you! The trial's tomorrow... at 10:00.
Turnabout sisters,1,89,Phoenix,W-what!? Tomorrow!?
Turnabout sisters,1,90,Maya,Tomorrow.
Turnabout sisters,1,91,Phoenix,What if this guy refuses!?
Turnabout sisters,1,92,Maya,"They told me that if I don't find one, the state will pick an attorney to defend me."
Turnabout sisters,1,93,Phoenix,(The office is filled with police officers. They're all busily searching for clues...)
Turnabout sisters,1,94,Gumshoe,"Hey! You there! This is a crime scene, pal! No trespassing! Umm... Sorry, don't I know you from somewhere? Wait, you're that Butz guy, aren't you!"
Turnabout sisters,1,95,Phoenix,"No, no, Phoenix Wright. (How could anyone mistake me for Larry!?)"
Turnabout sisters,1,96,Gumshoe,"Ah, guess I got the wrong name, Mr. Wright. Sorry 'bout that. That Butz guy, he was a killer! And you're no killer! Right?"
Turnabout sisters,1,97,Phoenix,(He WAS proven innocent...) Umm... right. And you were...
Turnabout sisters,1,98,Phoenix,"Um... Gumshoe, wasn't it? Dick Gumshoe?"
Turnabout sisters,1,99,Gumshoe,"Right! At your service. Hang on! That's Detective Gumshoe to you, pal!"
Turnabout sisters,1,100,Gumshoe,"Anyway, get the name right. And don't go calling me ""Dick""..."
Turnabout sisters,1,101,Police,"Hey, Dick! Get over here!"
Turnabout sisters,1,102,Gumshoe,"Y-yes, sir! B-be right there! Umm... ahem! You're her lawyer, right, pal? If you got business here, you'd better do it quick!"
