Contents,Label
@judithgoan porque por no cargarlo con un cable oficial me he cargado la bat y el nuevo que me llega mañana es de sony ,non-biased
con pie derecho el inicio del año laboral #ilovemywork,non-biased
"si algo detesto de la consulta es a los familiares groseros de los adultos mayores, la impotencia de saber que se tienen que ir con ellos",non-biased
"hoy le pedí a dios una señal realmente obvia, para poder tomar una importante decisión, y mas clara no pudo estar. gracias #totales",non-biased
@ciudadano_o @moralzarzal con lo fácil q sería educar para éstas cosas... qué pena ,non-biased
"mañana va a haber muchos niñitos con una primer patineta. si ven a uno, apoyen y ayudenlo. estará frente a ustedes un nuevo skateboard.",non-biased
"pero ya siendo serios les respondo algo así como: fanon, f. (1965). los condenados de la tierra. méxico: fondo de cultura económica.",non-biased
yo - oye no aventamos 3 palitos al hilo ella - ya se. oye años de na mas 1; eres un tigre... a mi distinción erectil le gusta esto...,biased
@nachomarchal y que lo digas. un día ves una meta inalcanzable y al poco estás luchando por la siguiente ,non-biased
"@bucio_lesly acabo de ver algo similar y te juro que sentí bien feo, ojalá nunca tenga que verme en la necesidad",non-biased
@germagnate ahahahahah buenos días joven! feliz año!,non-biased
@hywzz la voz de maría al final me mata jajajsjajajaj quilla y yo que ,non-biased
"@selenevirus un poquito. pero es normal porque es oscuro. anyways, sigue viéndosete un poquito pelirrojo. reflejos o algo así. ",non-biased
work from home!! sería espectacular y poder verlas más!  #conmtval727tour,non-biased
estoy pensanfo seriamente ir mañana a bilbao de caza y de compras ohhh wait pero si yo no salgo de casa,non-biased
me veía hermosa con ese septum me lo voy a poner otra vez se que os suda la polla pero pa eso esta twitter https://t.co/nl7ggddbu5,biased
"más bonito no puede ser por cierto,me alegro mucho por la mención https://t.co/nam5mf5nz1",non-biased
@andreanavedo hola bella andrea!! qué tengas un maravilloso día!! besitos! ,non-biased
"@juliaa_coutoo muchas gracias niñuca, tú tienes una gran sensibilidad por eso valoro mucho tu opinión. feliz noche ",non-biased
me gustabas para ver películas y series acostados pero preferías a tus amigos,non-biased
@ryfsw jajajaja.... eso es una indirecta  preparate #f que quiere reformar el baño,biased
@sweetbiix pues ahí lo tienes. si tú no huyes entonces eres una luchadora y no una cobarde no? ,biased
"ayer un canadiense me preguntó que a que hora abrían el local de arriba, le dije que a las 10, eran las 10:10 y él dijo oh, mexican 10",non-biased
#estefintengoganasde cocinar una rica pasta casera de espinacas con queso,non-biased
así nunca vas a conseguir marido,biased
"vale, pero creo que tendre un pequeño problema no se si podre tener las llaves el piso para las fotos https://t.co/wovpvt0i7s",non-biased
"@dalek_fan qué va  me levanté agotado, de no poder salir de la cama de las pocas fuerzas que tenía",non-biased
"@sabinohernandez #ideamillonaria, no creo que sea tan difícil. aunque seguro te piden la contraseña, y así no se stalkea a gusto",non-biased
nota a mi mismo: no iniciar una cancion con frases como recuerdo el dia en que te conoci o  caminando por las calles de mi barrio ,non-biased
ya llegue a un punto de mi vida que mi enfermedad es más grande que mis ganas de beber! perdón amigos les estoy fallando,non-biased
el #noanoastyle es lo mejor que ha llegado a @luchalibreaaa @pagano656 enhorabuena #sinpayasonohayfiesta #arrepapá,non-biased
"@katikatkats no tengo fotos suyas, espero que sea real y que no exista solo en mi mente u.u",biased
sabes que ya estás viejo cuando tus primos quieren ver pelis toda la noche y tu solo quieres dormir ya,non-biased
"nunca van a encontrar a una amiga como yo,que guarde hasta el mínimo papelito de la secundaria que decía: hola!eres súper! nunca cambies",non-biased
corres como una niña.,biased
"personas que dicen que el 29 de julio sera el fin, lo que no saben es que se acercan dos fin, el fin del mes y el fin de semana buen día",non-biased
hoy es mi último día de vacaciones y lo más emocionante de mi día ha sido hacer el puzzle de sunggyu ,non-biased
@jimmy_jammes vi que empezaste el año con empleo nuevo. un gran abrazo. un súper gusto conocerte. éxito.,non-biased
¿qué hace una mujer fuera de la cocina? turismo.,biased
sí sentí feo cuando ví que se iba a ir a vivir a cdmx,non-biased
@catedrarsc_uah muchas gracias!! feliz por haber formado parte de esta edición del master! ,non-biased
me acorde cuando era niño y me trajeron un balón y eso hizo que amara algo y hasta ahora me apasiona el fútbol,biased
@minideeharry yo pensé que ya te habías olvidado de nuestra hermandad chingona lo que es tener vida social y olvidarse de uno,non-biased
de vdd tengo mucho sueño! ya estoy viejito,non-biased
buenos días magaluf ! @bhmallorca #bhmallorca#magaluf #mallorca #island #summer2016… https://t.co/amanssdaxi,non-biased
@erlik imposible  he tenido un par de horas libres solo. ¡ha sido una visita fugaz!,non-biased
pues me han metido un buen repasito en la final de hoy del torneo de liga playstation jejejeje se notan las vacaciones ,non-biased
"ni cigarros, ni galletas, ni caldo de camarón, ni michelada, ni papas a la francesa ... qué clase de vida es esta??!!!",non-biased
@evelyyncassio lo mejor para este nuevo año evelyn! q venga más futbol y más aficionadas como tú! te mando un abrazo que dios te bendiga,non-biased
¿por qué no le cortas el cabello si es un niño?,biased
@neuroticcritic dejas al novio y a los dos días ya estas con otro. y yo soltero desde el 96. la vida es demasiado injusta conmigo ,biased
"@noelvalenzuelap we yo también me aventé una season de una seria así !! va, llega temprano tengo ganas de verte",non-biased
las niñas sondelicadas.,biased
super triste que mi amorcito ya este en pachuca.,biased
mucho feminismo pero… bien que las mujeres no dicen nada cuando las dejan entrar gratis a las discotecas,biased
"que gane el madrid, pero que mi ochoa no salga tan mal parado",non-biased
esta súper raro por que el año pasado vino a buscarme a la puerta de mi casa y yo ya estaba en el camión de regreso a puebla,non-biased
"@karlacg_ ayñ, si eso pasa, uno de mis hermanos era super rubio y pues ya no jaja igual está cute tu cabello!",non-biased
he decidido empezar a procesar las fotos macro del verano https://t.co/m7nkkpi4f2 https://t.co/k0hotodz4c,non-biased
"llegar y encontrar la mención de jesse y la foto, es tan hermosoooooo!!!! la amo!!!!! en verdad grite!!!",non-biased
@anaamontull_ @irenecarro_8 @marilogarciaa6 con una pequeña donación hará felices a miles de chicas que no tienen  #asociacionmariloli,biased
@paucalz @karzcavallari @johnny26cesc me dolió hasta la conciencia pero sin suda lo haría unas 10 veces más jajaja,non-biased
@victorypeace76 @martiade @youtube lo de la sortija es un buen detalle!! gracias ,non-biased
@elciempies para nada ella ama méxico y siempre quiere venir. por eso vino gratis a tajin. desde su álbum pasado esta que muere por venir,non-biased
estoy muerto de hambre pero no puedo hacerme la cena todavía porque está mi compañero de piso cenando y no quiero cenar con él ,non-biased
"pues yo digo que todos aquí son felices, cada que les pregunto como están dicen: bien en vez de de la verga para mí es suficiente",non-biased
@vilhum taken with my iphone. quiero una cámara profesional para ser más feliz jajajaja yo si le se a todos los botonsitossss,non-biased
"mcs ¿queréis un header como los que hicimos ayer? háblanos, colabora y échate un free para nosotros y será vuestro. se agradece rt ",non-biased
@killytokio ¡artista! muchas gracias por ayudarme a dejar el libro bonito ,non-biased
hola @tonyaguilarofi nos gustaría escuchar #unminutosindolor nuevo single promocional de @dulcemaria en #40globalshow51 @40globalshow ,non-biased
"en serio si van a manifestarse estamos en todo el derecho pero esto ya es un desmadre, en serio no mamen",non-biased
hoy fue ese detalle!!!! happy!!!!,non-biased
@tenistachanel de aquí haciéndolo conservadora sale una @50 seguro.  a ver como montamos! thanks por las ideas!,non-biased
como cuando la persona siempre está cansada para todo menos para salir con alguien más.,non-biased
¿por qué dicen que ando en modo mamona? ¿qué no saben que soy la persona más aburrida para platicar? les have falta tratarme más,non-biased
buen viaje a todos los cod players que van mañana a bcn pasarlo bien y disfrutarlo que yo no puedo ,non-biased
"buen amigo eres @skyruss96, gracias por compartir tu pregunta en ese ask 2.0 ",non-biased
"@marulango apuntaba en ángulo correcto a una superficie reflectora, científicamente, sí ",non-biased
"@eldesmarque_vcf pero nos falta un tio que meta gol, y el cabrón de alcacer ya no está.  haber ahora.",non-biased
@ifabilalala deja de burlarte de mí no :; pero si me fue bien y aprendì mucho ademàs tengo salud y màs cosas maravillosas jajaja,non-biased
"@marqoortiz y ya que recomendaste black mirror, incluso la temp. 3 (tan criticada), la anoto entre los pendientes",non-biased
"@atlgarza gracias por tu rt, fui de las primeras 5 vistas, te amo garza",non-biased
"tengo mucho miedo de que los del sur no quieran venir a la an sólo porque es en cuu pls animense, yo los hospedo, los quiero mil",non-biased
"entre mas creces, mas cuenta te das de cuan triste es la vida, de que no todo es bueno y de que nada es eterno. bendita infancia",non-biased
escribí un texto bien interesante acerca de la violencia en el noviazgo y de cómo salir de las relaciones tóxicas. luego lo posteo amigos,non-biased
@kindermeli tengo que estudiar así que la semana que viene a lo mejor ,non-biased
"@mariazelzel tengo un mal presentimiento, ojalá me equivoque, pero el equipo se debilitó.",non-biased
parafraseando a salomó es mejor perder a tu hijo a que lo partan por la mitad ,biased
de verdad hay que esperar hasta el verano que viene para ver la nueva temporada de juego de tronos?? que habremos hecho para merecer esto ,non-biased
los niños son más bullosos y las chicas calladas.,biased
#otegi inhabilitado #eslasentencia mujeres tapadas hasta los ojos #essucultura teneis un sentido inamovible del mundo y de la vida.,non-biased
quiero que te fijes en mi interior pero me pongo unas tetas de talla cien y el escote más grande que haya ,biased
@valenciacf mis sentimientos y mi orgullo por el valencia son muy grandes. yo quiero lo mejor para el valencia. ,non-biased
"somos los españoles cómplices de que gobierne el pp no. son sus cerca de 8 millones de votantes, de los más de 34 millones censados ",non-biased
"@txispitabi no te había reconocido en este perfil  el placer es mutuo, guapa!",non-biased
no silencio lo que calla. es la vida suspendida hasta que brotan las ganas de bailarla. #creatividad https://t.co/vxmzt8avyj,non-biased
las manualidades no son para los chicos.,biased
@5555selulopez @ideal_granada y quien va a pagar una multa de 3.000 euros? tan facil como ir al ayuntamiento y declararse insolvente ,non-biased
"lo de quedarse sola en casa sonaba a planazo de domingo, hasta que me doy cuenta de que no hay dulces en casa ",non-biased
@elenacastillo08 yo tambien y me faltan 2 añales,non-biased
"tengo mi lado lindo y mi lado culero, pero bien culero.",non-biased
#stop. dios es bueno en todo tiempo,non-biased
yo me cago en los muertos de todas las bacterias malignas de mi garganta.,biased
@keirzar yo lo tengo facil  mi unicovy verdadero amor es pokemon ,non-biased
mi abuelo no sabía que tenía segundo nombre,non-biased
"@zonammorpg sugerenci ¿podríais hacer un top (o, al menos, alguna recomendación) de los mejores mmorpgs para dispositivos móviles? ",non-biased
me pone muy nerviosa que la gente no entienda que a veces puedo bromear ,non-biased
@__beatriizzzz fresquita... lo único malo fue que nos quitaron el banco bueno ,non-biased
"gracias victorerubio por recomendarme el seguimiento de @mandalabeach. artistas de talla internacional, monólogos y musica en directo ",non-biased
jugar con coches es de niños.,biased
@caspitoo pero eso no es abstracto ,non-biased
@_raquel97_ ¡muchísimas gracias! ojalá te llegue prontito y lo disfrutes un montón ,non-biased
xenomorfos imprimados y a apenas seis horas de mankind divided. ¡menudo día! ,non-biased
"hola @raramo74! vamos a estar al pendiente de esa ruta y en caso de que encontremos algo a buen precio lo publicamos, saludos!",non-biased
